"Issue","Year","Format","Version","Disc","TrackNumber","Title","Artist","DiscogsReleaseID"
"3","1984","Betamax","Betamax-Original","1","0","Dum Dum Girl","Talk Talk","11829065"
"3","1984","Betamax","Betamax-Original","1","0","I Scare Myself","Thomas Dolby","11829065"
"3","1984","Betamax","Betamax-Original","1","0","When You're Young And In Love","The Flying Pickets","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Too Much Trouble","Limahl","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Our Song","I-Level","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Come Back","Wah!","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Dance Me Up","Gary Glitter","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Turn Your Back On Me","Kajagoogoo","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Take A Look At Me Now (Against All Odds)","Phil Collins","11829065"
"3","1984","Betamax","Betamax-Original","1","0","What's Love Got Do With It","Tina Turner","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Venceremos","Working Week","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Emergency (Dial 999)","Loose Ends","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Love Lies Lost","Helen Terry","11829065"
"3","1984","Betamax","Betamax-Original","1","0","In The Country","The Farmer's Boys","11829065"
"3","1984","Betamax","Betamax-Original","1","0","One Better Day","Madness","11829065"
"3","1984","Betamax","Betamax-Original","1","0","You Take Me Up","Thompson Twins","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Tinseltown In The Rain","The Blue Nile","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Up On The Catwalk","Simple Minds","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Red Guitar","David Sylvian","11829065"
"3","1984","Betamax","Betamax-Original","1","0","Locomotion","Orchestral Manoeuvres In The Dark","11829065"
"3","1984","Cassette","Cassette-Original","A","1","The Reflex","Duran Duran","2002472"
"3","1984","Cassette","Cassette-Original","A","2","I Won't Let The Sun Go Down On Me","Nik Kershaw","2002472"
"3","1984","Cassette","Cassette-Original","A","3","Thinking Of You","Sister Sledge","2002472"
"3","1984","Cassette","Cassette-Original","A","4","Locomotion","Orchestral Manoeuvres In The Dark","2002472"
"3","1984","Cassette","Cassette-Original","A","5","Dancing With Tears In My Eyes","Ultravox","2002472"
"3","1984","Cassette","Cassette-Original","A","6","Pearl In The Shell","Howard Jones","2002472"
"3","1984","Cassette","Cassette-Original","A","7","Don't Tell Me","Blancmange","2002472"
"3","1984","Cassette","Cassette-Original","A","8","Against All Odds (Take A Look At Me Now)","Phil Collins","2002472"
"3","1984","Cassette","Cassette-Original","B","1","Two Tribes","Frankie Goes To Hollywood","2002472"
"3","1984","Cassette","Cassette-Original","B","2","White Lines (Don't Don't Do It)","Grandmaster Flash & Melle Mel","2002472"
"3","1984","Cassette","Cassette-Original","B","3","Nelson Mandela","The Special AKA","2002472"
"3","1984","Cassette","Cassette-Original","B","4","Love Wars","Womack & Womack","2002472"
"3","1984","Cassette","Cassette-Original","B","5","You're The Best Thing","The Style Council","2002472"
"3","1984","Cassette","Cassette-Original","B","6","One Love / People Get Ready","Bob Marley & The Wailers","2002472"
"3","1984","Cassette","Cassette-Original","B","7","Small Town Boy","Bronski Beat","2002472"
"3","1984","Cassette","Cassette-Original","C","1","I Want To Break Free","Queen","2002472"
"3","1984","Cassette","Cassette-Original","C","2","Time After Time","Cyndi Lauper","2002472"
"3","1984","Cassette","Cassette-Original","C","3","Love Resurrection","Alison Moyet","2002472"
"3","1984","Cassette","Cassette-Original","C","4","Young At Heart","The Bluebells","2002472"
"3","1984","Cassette","Cassette-Original","C","5","Robert De Niro's Waiting","Bananarama","2002472"
"3","1984","Cassette","Cassette-Original","C","6","Doctor Mabuse","Propaganda","2002472"
"3","1984","Cassette","Cassette-Original","C","7","What's Love Got To Do With It","Tina Turner","2002472"
"3","1984","Cassette","Cassette-Original","C","8","When You're Young And In Love","The Flying Pickets","2002472"
"3","1984","Cassette","Cassette-Original","D","1","Wake Me Up Before You Go Go","Wham!","2002472"
"3","1984","Cassette","Cassette-Original","D","2","You Take Me Up","Thompson Twins","2002472"
"3","1984","Cassette","Cassette-Original","D","3","It's Raining Men","The Weather Girls","2002472"
"3","1984","Cassette","Cassette-Original","D","4","Dance Me Up","Gary Glitter","2002472"
"3","1984","Cassette","Cassette-Original","D","5","Susanna","The Art Company","2002472"
"3","1984","Cassette","Cassette-Original","D","6","One Better Day","Madness","2002472"
"3","1984","Cassette","Cassette-Original","D","7","Red Guitar","David Sylvian","2002472"
"3","2019","CD","CD-Reissue","1","1","The Reflex","Duran Duran","13901113"
"3","2019","CD","CD-Reissue","1","2","I Won't Let The Sun Go Down On Me","Nik Kershaw","13901113"
"3","2019","CD","CD-Reissue","1","3","Thinking Of You","Sister Sledge","13901113"
"3","2019","CD","CD-Reissue","1","4","Locomotion","Orchestral Manoeuvres In The Dark","13901113"
"3","2019","CD","CD-Reissue","1","5","Dancing With Tears In My Eyes","Ultravox","13901113"
"3","2019","CD","CD-Reissue","1","6","Pearl In The Shell","Howard Jones","13901113"
"3","2019","CD","CD-Reissue","1","7","Don't Tell Me","Blancmange","13901113"
"3","2019","CD","CD-Reissue","1","8","Against All Odds (Take A Look At Me Now)","Phil Collins","13901113"
"3","2019","CD","CD-Reissue","1","9","Two Tribes","Frankie Goes To Hollywood","13901113"
"3","2019","CD","CD-Reissue","1","10","White Lines (Don't Do It)","Grandmaster Flash & Melle Mel","13901113"
"3","2019","CD","CD-Reissue","1","11","Nelson Mandela","The Special AKA","13901113"
"3","2019","CD","CD-Reissue","1","12","Love Wars","Womack & Womack","13901113"
"3","2019","CD","CD-Reissue","1","13","You're The Best Thing","The Style Council","13901113"
"3","2019","CD","CD-Reissue","1","14","Small Town Boy","Bronski Beat","13901113"
"3","2019","CD","CD-Reissue","2","1","I Want To Break Free","Queen","13901113"
"3","2019","CD","CD-Reissue","2","2","Time After Time","Cyndi Lauper","13901113"
"3","2019","CD","CD-Reissue","2","3","Love Resurrection","Alison Moyet","13901113"
"3","2019","CD","CD-Reissue","2","4","Young At Heart","The Bluebells","13901113"
"3","2019","CD","CD-Reissue","2","5","Robert De Niro's Waiting","Bananarama","13901113"
"3","2019","CD","CD-Reissue","2","6","Dr. Mabuse","Propaganda","13901113"
"3","2019","CD","CD-Reissue","2","7","What's Love Got To Do With It","Tina Turner","13901113"
"3","2019","CD","CD-Reissue","2","8","When You're Young And In Love","The Flying Pickets","13901113"
"3","2019","CD","CD-Reissue","2","9","Wake Me Up Before You Go-Go","Wham!","13901113"
"3","2019","CD","CD-Reissue","2","10","You Take Me Up","Thompson Twins","13901113"
"3","2019","CD","CD-Reissue","2","11","It's Raining Men","The Weather Girls","13901113"
"3","2019","CD","CD-Reissue","2","12","Susanna","The Art Company","13901113"
"3","2019","CD","CD-Reissue","2","13","One Better Day","Madness","13901113"
"3","2019","CD","CD-Reissue","2","14","Red Guitar","David Sylvian","13901113"
"3","1984","VHS","VHS-Original","1","0","Love Lies Lost","Helen Terry","16217452"
"3","1984","VHS","VHS-Original","1","0","You Take Me Up","Thompson Twins","16217452"
"3","1984","VHS","VHS-Original","1","0","I Scare Myself","Thomas Dolby","16217452"
"3","1984","VHS","VHS-Original","1","0","In The Country","The Farmer's Boys","16217452"
"3","1984","VHS","VHS-Original","1","0","When You're Young And In Love","The Flying Pickets","16217452"
"3","1984","VHS","VHS-Original","1","0","Our Song","I-Level","16217452"
"3","1984","VHS","VHS-Original","1","0","Come Back","Wah!","16217452"
"3","1984","VHS","VHS-Original","1","0","Dance Me Up","Gary Glitter","16217452"
"3","1984","VHS","VHS-Original","1","0","One Better Day","Madness","16217452"
"3","1984","VHS","VHS-Original","1","0","Turn Your Back On Me","Kajagoogoo","16217452"
"3","1984","VHS","VHS-Original","1","0","Dum Dum Girl","Talk Talk","16217452"
"3","1984","VHS","VHS-Original","1","0","Take A Look At Me Now (Against All Odds)","Phil Collins","16217452"
"3","1984","VHS","VHS-Original","1","0","What's Love Got To With It","Tina Turner","16217452"
"3","1984","VHS","VHS-Original","1","0","Venceremos","Working Week","16217452"
"3","1984","VHS","VHS-Original","1","0","Emergency  (Dial 999)","Loose Ends","16217452"
"3","1984","VHS","VHS-Original","1","0","Too Much Trouble","Limahl","16217452"
"3","1984","VHS","VHS-Original","1","0","Up On The Catwalk","Simple Minds","16217452"
"3","1984","VHS","VHS-Original","1","0","Locomotion","Orchestral Manoeuvres In The Dark","16217452"
"3","1984","VHS","VHS-Original","1","0","Red Guitar","David Sylvian","16217452"
"3","1984","VHS","VHS-Original","1","0","Tinseltown In The Rain","The Blue Nile","16217452"
"3","1986","VHS","VHS-Reissue","1","0","Up On The Catwalk","Simple Minds","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Red Guitar","David Sylvian","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Tinseltown In The Rain","The Blue Nile","9355977"
"3","1986","VHS","VHS-Reissue","1","0","I Scare Myself","Thomas Dolby","9355977"
"3","1986","VHS","VHS-Reissue","1","0","When You're Young And In Love","The Flying Pickets","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Too Much Trouble","Limahl","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Our Song","I-Level","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Locomotion","Orchestral Manoeuvres In The Dark","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Come Back","Wah!","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Turn Your Back On Me","Kajagoogoo","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Take A Look At Me Now (Against All Odds)","Phil Collins","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Venceremos","Working Week","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Emergency (Dial 999)","Loose Ends","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Love Lies Lost","Helen Terry","9355977"
"3","1986","VHS","VHS-Reissue","1","0","In The Country","The Farmer's Boys","9355977"
"3","1986","VHS","VHS-Reissue","1","0","One Better Day","Madness","9355977"
"3","1986","VHS","VHS-Reissue","1","0","You Take Me Up","Thompson Twins","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Dance Me Up","Gary Glitter","9355977"
"3","1986","VHS","VHS-Reissue","1","0","Dum Dum Girl","Talk Talk","9355977"
"3","1986","VHS","VHS-Reissue","1","0","What's Love Got To Do With It","Tina Turner","9355977"
"3","1984","Vinyl","Vinyl-Original","A","1","The Reflex","Duran Duran","662431"
"3","1984","Vinyl","Vinyl-Original","A","2","I Won't Let The Sun Go Down On Me","Nik Kershaw","662431"
"3","1984","Vinyl","Vinyl-Original","A","3","Thinking Of You","Sister Sledge","662431"
"3","1984","Vinyl","Vinyl-Original","A","4","Locomotion","Orchestral Manoeuvres In The Dark","662431"
"3","1984","Vinyl","Vinyl-Original","A","5","Dancing With Tears In My Eyes","Ultravox","662431"
"3","1984","Vinyl","Vinyl-Original","A","6","Pearl In The Shell","Howard Jones","662431"
"3","1984","Vinyl","Vinyl-Original","A","7","Don't Tell Me","Blancmange","662431"
"3","1984","Vinyl","Vinyl-Original","A","8","Against All Odds (Take A Look At Me Now)","Phil Collins","662431"
"3","1984","Vinyl","Vinyl-Original","B","9","Two Tribes","Frankie Goes To Hollywood","662431"
"3","1984","Vinyl","Vinyl-Original","B","10","White Lines (Don't Don't Do It)","Grandmaster Flash & Melle Mel","662431"
"3","1984","Vinyl","Vinyl-Original","B","11","Nelson Mandela","The Special AKA","662431"
"3","1984","Vinyl","Vinyl-Original","B","12","Love Wars","Womack & Womack","662431"
"3","1984","Vinyl","Vinyl-Original","B","13","You're The Best Thing","The Style Council","662431"
"3","1984","Vinyl","Vinyl-Original","B","14","One Love / People Get Ready","Bob Marley & The Wailers","662431"
"3","1984","Vinyl","Vinyl-Original","B","15","Small Town Boy","Bronski Beat","662431"
"3","1984","Vinyl","Vinyl-Original","C","16","I Want To Break Free","Queen","662431"
"3","1984","Vinyl","Vinyl-Original","C","17","Time After Time","Cyndi Lauper","662431"
"3","1984","Vinyl","Vinyl-Original","C","18","Love Resurrection","Alison Moyet","662431"
"3","1984","Vinyl","Vinyl-Original","C","19","Young At Heart","The Bluebells","662431"
"3","1984","Vinyl","Vinyl-Original","C","20","Robert De Niro's Waiting","Bananarama","662431"
"3","1984","Vinyl","Vinyl-Original","C","21","Doctor Mabuse","Propaganda","662431"
"3","1984","Vinyl","Vinyl-Original","C","22","What's Love Got To Do With It","Tina Turner","662431"
"3","1984","Vinyl","Vinyl-Original","C","23","When You're Young And In Love","The Flying Pickets","662431"
"3","1984","Vinyl","Vinyl-Original","D","24","Wake Me Up Before You Go Go","Wham!","662431"
"3","1984","Vinyl","Vinyl-Original","D","25","You Take Me Up","Thompson Twins","662431"
"3","1984","Vinyl","Vinyl-Original","D","26","It's Raining Men","The Weather Girls","662431"
"3","1984","Vinyl","Vinyl-Original","D","27","Dance Me Up","Gary Glitter","662431"
"3","1984","Vinyl","Vinyl-Original","D","28","Susanna","The Art Company","662431"
"3","1984","Vinyl","Vinyl-Original","D","29","One Better Day","Madness","662431"
"3","1984","Vinyl","Vinyl-Original","D","30","Red Guitar","David Sylvian","662431"
"4","1984","Cassette","Cassette-Original","A","1","No More Lonely Nights (Special Dance Mix)","Paul McCartney","1205430"
"4","0","Cassette","Cassette-Original","A","1","No More Lonely Nights (Special Dance Mix)","Paul McCartney","15261039"
"4","1984","Cassette","Cassette-Original","A","1","No More Lonely Nights (Special Dance Mix)","Paul McCartney","9483423"
"4","1984","Cassette","Cassette-Original","A","1","No More Lonely Nights (Special Dance Mix)","Paul McCartney","10828629"
"4","1984","Cassette","Cassette-Original","A","1","No More Lonely Nights (Special Dance Mix)","Paul McCartney","6256482"
"4","1984","Cassette","Cassette-Original","A","2","Together In Electric Dreams","Giorgio Moroder","1205430"
"4","1984","Cassette","Cassette-Original","A","2","Together In Electric Dreams","Giorgio Moroder","9483423"
"4","1984","Cassette","Cassette-Original","A","2","Together In Electric Dreams","Giorgio Moroder","10828629"
"4","0","Cassette","Cassette-Original","A","2","Together In Electric Dreams","Giorgio Moroder","15261039"
"4","1984","Cassette","Cassette-Original","A","2","Together In Electric Dreams","Giorgio Moroder","6256482"
"4","1984","Cassette","Cassette-Original","A","3","Why?","Bronski Beat","10828629"
"4","0","Cassette","Cassette-Original","A","3","Why?","Bronski Beat","15261039"
"4","1984","Cassette","Cassette-Original","A","3","Why?","Bronski Beat","9483423"
"4","1984","Cassette","Cassette-Original","A","3","Why?","Bronski Beat","1205430"
"4","1984","Cassette","Cassette-Original","A","3","Why?","Bronski Beat","6256482"
"4","1984","Cassette","Cassette-Original","A","4","Never Ending Story","Limahl","6256482"
"4","1984","Cassette","Cassette-Original","A","4","Never Ending Story","Limahl","10828629"
"4","1984","Cassette","Cassette-Original","A","4","Never Ending Story","Limahl","9483423"
"4","0","Cassette","Cassette-Original","A","4","Never Ending Story","Limahl","15261039"
"4","1984","Cassette","Cassette-Original","A","4","Never Ending Story","Limahl","1205430"
"4","0","Cassette","Cassette-Original","A","5","Warning Sign","Nick Heyward","15261039"
"4","1984","Cassette","Cassette-Original","A","5","Warning Sign","Nick Heyward","9483423"
"4","1984","Cassette","Cassette-Original","A","5","Warning Sign","Nick Heyward","1205430"
"4","1984","Cassette","Cassette-Original","A","5","Warning Sign","Nick Heyward","10828629"
"4","1984","Cassette","Cassette-Original","A","5","Warning Sign","Nick Heyward","6256482"
"4","1984","Cassette","Cassette-Original","A","6","Missing You","John Waite","9483423"
"4","1984","Cassette","Cassette-Original","A","6","Missing You","John Waite","1205430"
"4","0","Cassette","Cassette-Original","A","6","Missing You","John Waite","15261039"
"4","1984","Cassette","Cassette-Original","A","6","Missing You","John Waite","10828629"
"4","1984","Cassette","Cassette-Original","A","6","Missing You","John Waite","6256482"
"4","1984","Cassette","Cassette-Original","A","7","Farewell My Summer Love","Michael Jackson","1205430"
"4","1984","Cassette","Cassette-Original","A","7","Farewell My Summer Love","Michael Jackson","6256482"
"4","0","Cassette","Cassette-Original","A","7","Farewell My Summer Love","Michael Jackson","15261039"
"4","1984","Cassette","Cassette-Original","A","7","Farewell My Summer Love","Michael Jackson","10828629"
"4","1984","Cassette","Cassette-Original","A","7","Farewell My Summer Love","Michael Jackson","9483423"
"4","1984","Cassette","Cassette-Original","A","8","Hello","Lionel Richie","10828629"
"4","1984","Cassette","Cassette-Original","A","8","Hello","Lionel Richie","6256482"
"4","1984","Cassette","Cassette-Original","A","8","Hello","Lionel Richie","1205430"
"4","1984","Cassette","Cassette-Original","A","8","Hello","Lionel Richie","9483423"
"4","0","Cassette","Cassette-Original","A","8","Sunset Now","Heaven 17","15261039"
"4","0","Cassette","Cassette-Original","B","1","Hello","Lionel Richie","15261039"
"4","1984","Cassette","Cassette-Original","B","1","The War Song","Culture Club","10828629"
"4","1984","Cassette","Cassette-Original","B","1","The War Song","Culture Club","9483423"
"4","1984","Cassette","Cassette-Original","B","1","The War Song","Culture Club","6256482"
"4","1984","Cassette","Cassette-Original","B","1","The War Song","Culture Club","1205430"
"4","1984","Cassette","Cassette-Original","B","2","Passengers","Elton John","6256482"
"4","1984","Cassette","Cassette-Original","B","2","Passengers","Elton John","1205430"
"4","1984","Cassette","Cassette-Original","B","2","Passengers","Elton John","10828629"
"4","1984","Cassette","Cassette-Original","B","2","Passengers","Elton John","9483423"
"4","0","Cassette","Cassette-Original","B","2","The War Song","Culture Club","15261039"
"4","1984","Cassette","Cassette-Original","B","3","Too Late For Goodbyes","Julian Lennon","1205430"
"4","1984","Cassette","Cassette-Original","B","3","Too Late For Goodbyes","Julian Lennon","9483423"
"4","1984","Cassette","Cassette-Original","B","3","Too Late For Goodbyes","Julian Lennon","6256482"
"4","0","Cassette","Cassette-Original","B","3","Passengers","Elton John","15261039"
"4","1984","Cassette","Cassette-Original","B","3","Too Late For Goodbyes","Julian Lennon","10828629"
"4","1984","Cassette","Cassette-Original","B","4","Shout To The Top","The Style Council","9483423"
"4","0","Cassette","Cassette-Original","B","4","Too Late For Goodbyes","Julian Lennon","15261039"
"4","1984","Cassette","Cassette-Original","B","4","Shout To The Top","The Style Council","1205430"
"4","1984","Cassette","Cassette-Original","B","4","Shout To The Top","The Style Council","10828629"
"4","1984","Cassette","Cassette-Original","B","4","Shout To The Top","The Style Council","6256482"
"4","1984","Cassette","Cassette-Original","B","5","Doctor! Doctor!","Thompson Twins","9483423"
"4","0","Cassette","Cassette-Original","B","5","Shout To The Top","The Style Council","15261039"
"4","1984","Cassette","Cassette-Original","B","5","Doctor! Doctor!","Thompson Twins","6256482"
"4","1984","Cassette","Cassette-Original","B","5","Doctor! Doctor!","Thompson Twins","10828629"
"4","1984","Cassette","Cassette-Original","B","5","Doctor! Doctor!","Thompson Twins","1205430"
"4","0","Cassette","Cassette-Original","B","6","Doctor! Doctor!","Thompson Twins","15261039"
"4","1984","Cassette","Cassette-Original","B","6","Sunset Now","Heaven 17","6256482"
"4","1984","Cassette","Cassette-Original","B","6","Sunset Now","Heaven 17","9483423"
"4","1984","Cassette","Cassette-Original","B","6","Sunset Now","Heaven 17","10828629"
"4","1984","Cassette","Cassette-Original","B","6","Sunset Now","Heaven 17","1205430"
"4","1984","Cassette","Cassette-Original","B","7","Respect Yourself","The Kane Gang","10828629"
"4","1984","Cassette","Cassette-Original","B","7","Respect Yourself","The Kane Gang","9483423"
"4","1984","Cassette","Cassette-Original","B","7","Respect Yourself","The Kane Gang","1205430"
"4","0","Cassette","Cassette-Original","B","7","Respect Yourself","The Kane Gang","15261039"
"4","1984","Cassette","Cassette-Original","B","7","Respect Yourself","The Kane Gang","6256482"
"4","1984","Cassette","Cassette-Original","B","8","Private Dancer","Tina Turner","1205430"
"4","1984","Cassette","Cassette-Original","B","8","Private Dancer","Tina Turner","10828629"
"4","1984","Cassette","Cassette-Original","B","8","Private Dancer","Tina Turner","9483423"
"4","0","Cassette","Cassette-Original","B","8","Private Dancer","Tina Turner","15261039"
"4","1984","Cassette","Cassette-Original","B","8","Private Dancer","Tina Turner","6256482"
"4","1984","Cassette","Cassette-Original","C","1","It's A Hard Life","Queen","1205430"
"4","1984","Cassette","Cassette-Original","C","1","It's A Hard Life","Queen","10828629"
"4","1984","Cassette","Cassette-Original","C","1","It's A Hard Life","Queen","9483423"
"4","1984","Cassette","Cassette-Original","C","1","It's A Hard Life","Queen","6256482"
"4","1984","Cassette","Cassette-Original","C","2","The Wanderer","Status Quo","10828629"
"4","1984","Cassette","Cassette-Original","C","2","The Wanderer","Status Quo","9483423"
"4","1984","Cassette","Cassette-Original","C","2","The Wanderer","Status Quo","1205430"
"4","1984","Cassette","Cassette-Original","C","2","The Wanderer","Status Quo","6256482"
"4","1984","Cassette","Cassette-Original","C","3","East Of Eden","Big Country","6256482"
"4","1984","Cassette","Cassette-Original","C","3","East Of Eden","Big Country","10828629"
"4","1984","Cassette","Cassette-Original","C","3","East Of Eden","Big Country","9483423"
"4","1984","Cassette","Cassette-Original","C","3","East Of Eden","Big Country","1205430"
"4","1984","Cassette","Cassette-Original","C","4","Pride (In The Name Of Love)","U2","9483423"
"4","1984","Cassette","Cassette-Original","C","4","Pride (In The Name Of Love)","U2","1205430"
"4","1984","Cassette","Cassette-Original","C","4","Pride (In The Name Of Love)","U2","6256482"
"4","1984","Cassette","Cassette-Original","C","4","Pride (In The Name Of Love)","U2","10828629"
"4","1984","Cassette","Cassette-Original","C","5","Listen To Your Father","Feargal Sharkey","6256482"
"4","1984","Cassette","Cassette-Original","C","5","Listen To Your Father","Feargal Sharkey","10828629"
"4","1984","Cassette","Cassette-Original","C","5","Listen To Your Father","Feargal Sharkey","9483423"
"4","1984","Cassette","Cassette-Original","C","5","Listen To Your Father","Feargal Sharkey","1205430"
"4","1984","Cassette","Cassette-Original","C","6","Tesla Girls","Orchestral Manoeuvres In The Dark","6256482"
"4","1984","Cassette","Cassette-Original","C","6","Tesla Girls","Orchestral Manoeuvres In The Dark","9483423"
"4","1984","Cassette","Cassette-Original","C","6","Tesla Girls","Orchestral Manoeuvres In The Dark","1205430"
"4","1984","Cassette","Cassette-Original","C","6","Tesla Girls","Orchestral Manoeuvres In The Dark","10828629"
"4","1984","Cassette","Cassette-Original","C","7","The Second Time","Kim Wilde","10828629"
"4","1984","Cassette","Cassette-Original","C","7","The Second Time","Kim Wilde","9483423"
"4","1984","Cassette","Cassette-Original","C","7","The Second Time","Kim Wilde","1205430"
"4","1984","Cassette","Cassette-Original","C","7","The Second Time","Kim Wilde","6256482"
"4","1984","Cassette","Cassette-Original","C","8","Human Racing","Nik Kershaw","9483423"
"4","1984","Cassette","Cassette-Original","C","8","Human Racing","Nik Kershaw","10828629"
"4","1984","Cassette","Cassette-Original","C","8","Human Racing","Nik Kershaw","6256482"
"4","1984","Cassette","Cassette-Original","C","8","Human Racing","Nik Kershaw","1205430"
"4","1984","Cassette","Cassette-Original","D","1","Ghostbusters (Searchin' For The Spirit)","Ray Parker Jr.","6256482"
"4","1984","Cassette","Cassette-Original","D","1","Ghostbusters (Searchin' For The Spirit)","Ray Parker Jr.","10828629"
"4","1984","Cassette","Cassette-Original","D","1","Ghostbusters (Searchin' For The Spirit)","Ray Parker Jr.","1205430"
"4","1984","Cassette","Cassette-Original","D","1","Ghostbusters (Searchin' For The Spirit)","Ray Parker Jr.","9483423"
"4","1984","Cassette","Cassette-Original","D","2","If It Happens Again","UB40","6256482"
"4","1984","Cassette","Cassette-Original","D","2","If It Happens Again","UB40","10828629"
"4","1984","Cassette","Cassette-Original","D","2","If It Happens Again","UB40","1205430"
"4","1984","Cassette","Cassette-Original","D","2","If It Happens Again","UB40","9483423"
"4","1984","Cassette","Cassette-Original","D","3","Jump (For My Love)","Pointer Sisters","6256482"
"4","1984","Cassette","Cassette-Original","D","3","Jump (For My Love)","Pointer Sisters","10828629"
"4","1984","Cassette","Cassette-Original","D","3","Jump (For My Love)","Pointer Sisters","1205430"
"4","1984","Cassette","Cassette-Original","D","3","Jump (For My Love)","Pointer Sisters","9483423"
"4","1984","Cassette","Cassette-Original","D","4","Hot Water","Level 42","10828629"
"4","1984","Cassette","Cassette-Original","D","4","Hot Water","Level 42","9483423"
"4","1984","Cassette","Cassette-Original","D","4","Hot Water","Level 42","1205430"
"4","1984","Cassette","Cassette-Original","D","4","Hot Water","Level 42","6256482"
"4","1984","Cassette","Cassette-Original","D","5","Sexcrime (Nineteen Eighty-Four)","Eurythmics","9483423"
"4","1984","Cassette","Cassette-Original","D","5","Sexcrime (Nineteen Eighty-Four)","Eurythmics","1205430"
"4","1984","Cassette","Cassette-Original","D","5","Sexcrime (Nineteen Eighty-Four)","Eurythmics","6256482"
"4","1984","Cassette","Cassette-Original","D","5","Sexcrime (Nineteen Eighty Four)","Eurythmics","10828629"
"4","1984","Cassette","Cassette-Original","D","6","Somebody's Watching Me","Rockwell","9483423"
"4","1984","Cassette","Cassette-Original","D","6","Somebody's Watching Me","Rockwell","1205430"
"4","1984","Cassette","Cassette-Original","D","6","Somebody's Watching Me","Rockwell","6256482"
"4","1984","Cassette","Cassette-Original","D","6","Somebody's Watching Me","Rockwell","10828629"
"4","1984","Cassette","Cassette-Original","D","7","Madam Butterfly (Un Bel Di Vedremo)","Malcolm McLaren","1205430"
"4","1984","Cassette","Cassette-Original","D","7","Madam Butterfly","Malcolm McLaren","10828629"
"4","1984","Cassette","Cassette-Original","D","7","Madam Butterfly","Malcolm McLaren","6256482"
"4","1984","Cassette","Cassette-Original","D","7","Madam Butterfly","Malcolm McLaren","9483423"
"4","1984","Cassette","Cassette-Original","D","8","Gotta Get You Home Tonight","Eugene Wilde","10828629"
"4","1984","Cassette","Cassette-Original","D","8","Gotta Get You Home Tonight","Eugene Wilde","6256482"
"4","0","Cassette","Cassette-Original","D","8","Gotta Get You Home Tonight","Eugene Wilde","15261039"
"4","1984","Cassette","Cassette-Original","D","8","Gotta Get You Home Tonight","Eugene Wilde","1205430"
"4","1984","Cassette","Cassette-Original","D","8","Gotta Get You Home Tonight","Eugene Wilde","9483423"
"4","1984","CD","CD-Original","1","0","The Reflex","Duran Duran","4639424"
"4","1984","CD","CD-Original","1","0","Ghostbusters","Ray Parker Jr.","4639424"
"4","1984","CD","CD-Original","1","0","Locomotion","Orchestral Manoeuvres In The Dark","4639424"
"4","1984","CD","CD-Original","1","0","Missing You","John Waite","4639424"
"4","1984","CD","CD-Original","1","0","If It Happens Again","UB40","4639424"
"4","1984","CD","CD-Original","1","0","What's Love Got To Do With It","Tina Turner","4639424"
"4","1984","CD","CD-Original","1","0","Why?","Bronski Beat","4639424"
"4","1984","CD","CD-Original","1","0","Shout To The Top","The Style Council","4639424"
"4","1984","CD","CD-Original","1","0","Against All Odds (Take A Look At Me Now)","Phil Collins","4639424"
"4","1984","CD","CD-Original","1","0","Together In Electric Dreams","Giorgio Moroder","4639424"
"4","1984","CD","CD-Original","1","0","The War Song","Culture Club","4639424"
"4","1984","CD","CD-Original","1","0","Radio Ga Ga","Queen","4639424"
"4","1984","CD","CD-Original","1","0","Doctor! Doctor!","Thompson Twins","4639424"
"4","1984","CD","CD-Original","1","0","Too Late For Goodbyes","Julian Lennon","4639424"
"4","1984","CD","CD-Original","1","0","The Wanderer","Status Quo","4639424"
"4","2019","CD","CD-Reissue","1","1","No More Lonely Nights (Special Dance Mix)","Paul McCartney","14374039"
"4","2019","CD","CD-Reissue","1","2","Together In Electric Dreams","Philip Oakey","14374039"
"4","2019","CD","CD-Reissue","1","3","Why?","Bronski Beat","14374039"
"4","2019","CD","CD-Reissue","1","4","Never Ending Story","Limahl","14374039"
"4","2019","CD","CD-Reissue","1","5","Warning Sign","Nick Heyward","14374039"
