"Issue","Year","Format","Version","Disc","TrackNumber","Title","Artist","DiscogsReleaseID"
"16","1989","Cassette","Cassette-Original","A","7","You Keep It All In","The Beautiful South","937386"
"16","1989","Cassette","Cassette-Original","A","7","You Keep It All In","The Beautiful South","12591570"
"16","1989","Cassette","Cassette-Original","A","7","You Keep It All In","The Beautiful South","17284264"
"16","1989","Cassette","Cassette-Original","A","7","You Keep It All In","The Beautiful South","12286301"
"16","1989","Cassette","Cassette-Original","A","8","Sweet Surrender","Wet Wet Wet","12286301"
"16","1989","Cassette","Cassette-Original","A","8","Sweet Surrender","Wet Wet Wet","937386"
"16","1989","Cassette","Cassette-Original","A","8","Sweet Surrender","Wet Wet Wet","17284264"
"16","1989","Cassette","Cassette-Original","A","8","Sweet Surrender","Wet Wet Wet","12591570"
"16","1989","Cassette","Cassette-Original","B","1","Breakthru","Queen","937386"
"16","1989","Cassette","Cassette-Original","B","1","Breakthru","Queen","12286301"
"16","1989","Cassette","Cassette-Original","B","1","Breakthru","Queen","12591570"
"16","1989","Cassette","Cassette-Original","B","1","Breakthru","Queen","17284264"
"16","1989","Cassette","Cassette-Original","B","2","The Best","Tina Turner","12286301"
"16","1989","Cassette","Cassette-Original","B","2","The Best","Tina Turner","937386"
"16","1989","Cassette","Cassette-Original","B","2","The Best","Tina Turner","17284264"
"16","1989","Cassette","Cassette-Original","B","2","The Best","Tina Turner","12591570"
"16","1989","Cassette","Cassette-Original","B","3","Born To Be Sold","Transvision Vamp","12591570"
"16","1989","Cassette","Cassette-Original","B","3","Born To Be Sold","Transvision Vamp","17284264"
"16","1989","Cassette","Cassette-Original","B","3","Born To Be Sold","Transvision Vamp","12286301"
"16","1989","Cassette","Cassette-Original","B","3","Born To Be Sold","Transvision Vamp","937386"
"16","1989","Cassette","Cassette-Original","B","4","Waterfall '89","Wendy & Lisa","937386"
"16","1989","Cassette","Cassette-Original","B","4","Waterfall '89","Wendy & Lisa","12286301"
"16","1989","Cassette","Cassette-Original","B","4","Waterfall '89","Wendy & Lisa","12591570"
"16","1989","Cassette","Cassette-Original","B","4","Waterfall '89","Wendy & Lisa","17284264"
"16","1989","Cassette","Cassette-Original","B","5","The Sensual World","Kate Bush","17284264"
"16","1989","Cassette","Cassette-Original","B","5","The Sensual World","Kate Bush","937386"
"16","1989","Cassette","Cassette-Original","B","5","The Sensual World","Kate Bush","12286301"
"16","1989","Cassette","Cassette-Original","B","5","The Sensual World","Kate Bush","12591570"
"16","1989","Cassette","Cassette-Original","B","6","Sugar Box","Then Jerico","17284264"
"16","1989","Cassette","Cassette-Original","B","6","Sugar Box","Then Jerico","937386"
"16","1989","Cassette","Cassette-Original","B","6","Sugar Box","Then Jerico","12286301"
"16","1989","Cassette","Cassette-Original","B","6","Sugar Box","Then Jerico","12591570"
"16","1989","Cassette","Cassette-Original","B","7","Room In Your Heart","Living In A Box","12591570"
"16","1989","Cassette","Cassette-Original","B","7","Room In Your Heart","Living In A Box","12286301"
"16","1989","Cassette","Cassette-Original","B","7","Room In Your Heart","Living In A Box","17284264"
"16","1989","Cassette","Cassette-Original","B","7","Room In Your Heart","Living In A Box","937386"
"16","1989","Cassette","Cassette-Original","B","8","Right Here Waiting","Richard Marx","937386"
"16","1989","Cassette","Cassette-Original","B","8","Right Here Waiting","Richard Marx","12591570"
"16","1989","Cassette","Cassette-Original","B","8","Right Here Waiting","Richard Marx","12286301"
"16","1989","Cassette","Cassette-Original","B","8","Right Here Waiting","Richard Marx","17284264"
"16","1989","Cassette","Cassette-Original","C","1","Girl I'm Gonna Miss You","Milli Vanilli","12286301"
"16","1989","Cassette","Cassette-Original","C","1","Girl I'm Gonna Miss You","Milli Vanilli","937386"
"16","1989","Cassette","Cassette-Original","C","1","Girl I'm Gonna Miss You","Milli Vanilli","12591570"
"16","1989","Cassette","Cassette-Original","C","1","Girl I'm Gonna Miss You","Milli Vanilli","17284264"
"16","1989","Cassette","Cassette-Original","C","2","Street Tuff","Double Trouble","937386"
"16","1989","Cassette","Cassette-Original","C","2","Street Tuff","Rebel MC","12286301"
"16","1989","Cassette","Cassette-Original","C","2","Street Tuff","Rebel MC","12591570"
"16","1989","Cassette","Cassette-Original","C","2","Street Tuff","Double Trouble","17284264"
"16","1989","Cassette","Cassette-Original","C","3","On Our Own","Bobby Brown","12591570"
"16","1989","Cassette","Cassette-Original","C","3","On Our Own","Bobby Brown","17284264"
"16","1989","Cassette","Cassette-Original","C","3","On Our Own","Bobby Brown","12286301"
"16","1989","Cassette","Cassette-Original","C","3","On Our Own","Bobby Brown","937386"
"16","1989","Cassette","Cassette-Original","C","4","Pump Up The Jam","Technotronic","17284264"
"16","1989","Cassette","Cassette-Original","C","4","Pump Up The Jam","Technotronic","12286301"
"16","1989","Cassette","Cassette-Original","C","4","Pump Up The Jam","Technotronic","12591570"
"16","1989","Cassette","Cassette-Original","C","4","Pump Up The Jam","Technotronic","937386"
"16","1989","Cassette","Cassette-Original","C","5","I Thank You","Adeva","937386"
"16","1989","Cassette","Cassette-Original","C","5","I Thank You","Adeva","12286301"
"16","1989","Cassette","Cassette-Original","C","5","I Thank You","Adeva","12591570"
"16","1989","Cassette","Cassette-Original","C","5","I Thank You","Adeva","17284264"
"16","1989","Cassette","Cassette-Original","C","6","C'Mon And Get My Love","D Mob","12286301"
"16","1989","Cassette","Cassette-Original","C","6","C'Mon And Get My Love","D Mob","12591570"
"16","1989","Cassette","Cassette-Original","C","6","C'Mon And Get My Love","D Mob","17284264"
"16","1989","Cassette","Cassette-Original","C","6","C'Mon And Get My Love","D Mob","937386"
"16","1989","Cassette","Cassette-Original","C","7","Eye Know","De La Soul","17284264"
"16","1989","Cassette","Cassette-Original","C","7","Eye Know","De La Soul","937386"
"16","1989","Cassette","Cassette-Original","C","7","Eye Know","De La Soul","12591570"
"16","1989","Cassette","Cassette-Original","C","7","Eye Know","De La Soul","12286301"
"16","1989","Cassette","Cassette-Original","C","8","Whatcha Gonna Do With My Lovin'","Inner City","937386"
"16","1989","Cassette","Cassette-Original","C","8","Whatcha Gonna Do With My Lovin'","Inner City","12286301"
"16","1989","Cassette","Cassette-Original","C","8","Whatcha Gonna Do With My Lovin'","Inner City","17284264"
"16","1989","Cassette","Cassette-Original","C","8","Whatcha Gonna Do With My Lovin'","Inner City","12591570"
"16","1989","Cassette","Cassette-Original","D","1","Can't Shake The Feeling","Big Fun","937386"
"16","1989","Cassette","Cassette-Original","D","1","Can't Shake The Feeling","Big Fun","12286301"
"16","1989","Cassette","Cassette-Original","D","1","Can't Shake The Feeling","Big Fun","17284264"
"16","1989","Cassette","Cassette-Original","D","1","Can't Shake The Feeling","Big Fun","12591570"
"16","1989","Cassette","Cassette-Original","D","2","I Just Don't Have The Heart","Cliff Richard","937386"
"16","1989","Cassette","Cassette-Original","D","2","I Just Don't Have The Heart","Cliff Richard","17284264"
"16","1989","Cassette","Cassette-Original","D","2","I Just Don't Have The Heart","Cliff Richard","12591570"
"16","1989","Cassette","Cassette-Original","D","2","I Just Don't Have The Heart","Cliff Richard","12286301"
"16","1989","Cassette","Cassette-Original","D","3","Comment Te Dire Adieu","Jimmy Somerville","937386"
"16","1989","Cassette","Cassette-Original","D","3","Comment Te Dire Adieu","Jimmy Somerville","12591570"
"16","1989","Cassette","Cassette-Original","D","3","Comment Te Dire Adieu","Jimmy Somerville","17284264"
"16","1989","Cassette","Cassette-Original","D","3","Comment Te Dire Adieu","Jimmy Somerville","12286301"
"16","1989","Cassette","Cassette-Original","D","4","You're History","Shakespear's Sister","17284264"
"16","1989","Cassette","Cassette-Original","D","4","You're History","Shakespear's Sister","12591570"
"16","1989","Cassette","Cassette-Original","D","4","You're History","Shakespear's Sister","937386"
"16","1989","Cassette","Cassette-Original","D","4","You're History","Shakespear's Sister","12286301"
"16","1989","Cassette","Cassette-Original","D","5","Oh Well","Oh Well","17284264"
"16","1989","Cassette","Cassette-Original","D","5","Oh Well","Oh Well","12286301"
"16","1989","Cassette","Cassette-Original","D","5","Oh Well","Oh Well","937386"
"16","1989","Cassette","Cassette-Original","D","5","Oh Well","Oh Well","12591570"
"16","1989","Cassette","Cassette-Original","D","6","Kisses On The Wind","Neneh Cherry","17284264"
"16","1989","Cassette","Cassette-Original","D","6","Kisses On The Wind","Neneh Cherry","12591570"
"16","1989","Cassette","Cassette-Original","D","6","Kisses On The Wind","Neneh Cherry","12286301"
"16","1989","Cassette","Cassette-Original","D","6","Kisses On The Wind","Neneh Cherry","937386"
"16","1989","Cassette","Cassette-Original","D","7","Do The Right Thing","Redhead Kingpin And The FBI","12591570"
"16","1989","Cassette","Cassette-Original","D","7","Do The Right Thing","Redhead Kingpin And The FBI","17284264"
"16","1989","Cassette","Cassette-Original","D","7","Do The Right Thing","Redhead Kingpin And The FBI","12286301"
"16","1989","Cassette","Cassette-Original","D","7","Do The Right Thing","Redhead Kingpin And The FBI","937386"
"16","1989","Cassette","Cassette-Original","D","8","Wishing On A Star","Fresh 4","12286301"
"16","1989","Cassette","Cassette-Original","D","8","Wishing On A Star","Fresh 4","17284264"
"16","1989","Cassette","Cassette-Original","D","8","Wishing On A Star","Fresh 4","12591570"
"16","1989","Cassette","Cassette-Original","D","8","Wishing On A Star","Fresh 4","937386"
"16","1989","CD","CD-Original","1","1","Sowing The Seeds Of Love","Tears For Fears","23663576"
"16","1989","CD","CD-Original","1","1","Sowing The Seeds Of Love","Tears For Fears","603870"
"16","1989","CD","CD-Original","1","2","Leave A Light On","Belinda Carlisle","23663576"
"16","1989","CD","CD-Original","1","2","Leave A Light On","Belinda Carlisle","603870"
"16","1989","CD","CD-Original","1","3","Drama!","Erasure","603870"
"16","1989","CD","CD-Original","1","3","Drama!","Erasure","23663576"
"16","1989","CD","CD-Original","1","4","I Want That Man","Deborah Harry","23663576"
"16","1989","CD","CD-Original","1","4","I Want That Man","Deborah Harry","603870"
"16","1989","CD","CD-Original","1","5","If Only I Could","Sydney Youngblood","603870"
"16","1989","CD","CD-Original","1","5","If Only I Could","Sydney Youngblood","23663576"
"16","1989","CD","CD-Original","1","6","Name And Number","Curiosity Killed The Cat","603870"
"16","1989","CD","CD-Original","1","6","Name And Number","Curiosity Killed The Cat","23663576"
"16","1989","CD","CD-Original","1","7","You Keep It All In","The Beautiful South","603870"
"16","1989","CD","CD-Original","1","7","You Keep It All In","The Beautiful South","23663576"
"16","1989","CD","CD-Original","1","8","Sweet Surrender","Wet Wet Wet","603870"
"16","1989","CD","CD-Original","1","8","Sweet Surrender","Wet Wet Wet","23663576"
"16","1989","CD","CD-Original","1","9","Breakthru","Queen","603870"
"16","1989","CD","CD-Original","1","9","Breakthru","Queen","23663576"
"16","1989","CD","CD-Original","1","10","The Best","Tina Turner","23663576"
"16","1989","CD","CD-Original","1","10","The Best","Tina Turner","603870"
"16","1989","CD","CD-Original","1","11","Born To Be Sold","Transvision Vamp","23663576"
"16","1989","CD","CD-Original","1","11","Born To Be Sold","Transvision Vamp","603870"
"16","1989","CD","CD-Original","1","12","Waterfall '89","Wendy & Lisa","603870"
"16","1989","CD","CD-Original","1","12","Waterfall '89","Wendy & Lisa","23663576"
"16","1989","CD","CD-Original","1","13","The Sensual World","Kate Bush","603870"
"16","1989","CD","CD-Original","1","13","The Sensual World","Kate Bush","23663576"
"16","1989","CD","CD-Original","1","14","I'm Not The Man I Used To Be","Fine Young Cannibals","23663576"
"16","1989","CD","CD-Original","1","14","I'm Not The Man I Used To Be","Fine Young Cannibals","603870"
"16","1989","CD","CD-Original","1","15","Sugar Box","Then Jerico","23663576"
"16","1989","CD","CD-Original","1","15","Sugar Box","Then Jerico","603870"
"16","1989","CD","CD-Original","1","16","Room In Your Heart","Living In A Box","603870"
"16","1989","CD","CD-Original","1","16","Room In Your Heart","Living In A Box","23663576"
"16","1989","CD","CD-Original","1","17","Right Here Waiting","Richard Marx","603870"
"16","1989","CD","CD-Original","1","17","Right Here Waiting","Richard Marx","23663576"
"16","1989","CD","CD-Original","2","1","Girl I'm Gonna Miss You","Milli Vanilli","603870"
"16","1989","CD","CD-Original","2","1","Girl I'm Gonna Miss You","Milli Vanilli","23663576"
"16","1989","CD","CD-Original","2","2","Street Tuff","Double Trouble","603870"
"16","1989","CD","CD-Original","2","2","Street Tuff","Double Trouble","23663576"
"16","1989","CD","CD-Original","2","3","On Our Own","Bobby Brown","23663576"
"16","1989","CD","CD-Original","2","3","On Our Own","Bobby Brown","603870"
"16","1989","CD","CD-Original","2","4","Pump Up The Jam","Technotronic","603870"
"16","1989","CD","CD-Original","2","4","Pump Up The Jam","Technotronic","23663576"
"16","1989","CD","CD-Original","2","5","French Kiss","Lil' Louis","603870"
"16","1989","CD","CD-Original","2","5","French Kiss","Lil' Louis","23663576"
"16","1989","CD","CD-Original","2","6","I Thank You","Adeva","603870"
"16","1989","CD","CD-Original","2","6","I Thank You","Adeva","23663576"
"16","1989","CD","CD-Original","2","7","C'Mon And Get My Love","D Mob","603870"
"16","1989","CD","CD-Original","2","7","C'Mon And Get My Love","D Mob","23663576"
"16","1989","CD","CD-Original","2","8","Eye Know","De La Soul","603870"
"16","1989","CD","CD-Original","2","8","Eye Know","De La Soul","23663576"
"16","1989","CD","CD-Original","2","9","Whatcha Gonna Do With My Lovin'","Inner City","23663576"
"16","1989","CD","CD-Original","2","9","Whatcha Gonna Do With My Lovin'","Inner City","603870"
"16","1989","CD","CD-Original","2","10","Can't Shake The Feeling","Big Fun","23663576"
"16","1989","CD","CD-Original","2","10","Can't Shake The Feeling","Big Fun","603870"
"16","1989","CD","CD-Original","2","11","I Just Don't Have The Heart","Cliff Richard","603870"
"16","1989","CD","CD-Original","2","11","I Just Don't Have The Heart","Cliff Richard","23663576"
"16","1989","CD","CD-Original","2","12","Comment Te Dire Adieu","Jimmy Somerville","603870"
"16","1989","CD","CD-Original","2","12","Comment Te Dire Adieu","Jimmy Somerville","23663576"
"16","1989","CD","CD-Original","2","13","Drive On","Brother Beyond","603870"
"16","1989","CD","CD-Original","2","13","Drive On","Brother Beyond","23663576"
"16","1989","CD","CD-Original","2","14","You're History","Shakespear's Sister","603870"
"16","1989","CD","CD-Original","2","14","You're History","Shakespear's Sister","23663576"
"16","1989","CD","CD-Original","2","15","Oh Well","Oh Well","603870"
"16","1989","CD","CD-Original","2","15","Oh Well","Oh Well","23663576"
"16","1989","CD","CD-Original","2","16","Kisses On The Wind","Neneh Cherry","23663576"
"16","1989","CD","CD-Original","2","16","Kisses On The Wind","Neneh Cherry","603870"
"16","1989","CD","CD-Original","2","17","Do The Right Thing","Redhead Kingpin And The FBI","603870"
"16","1989","CD","CD-Original","2","17","Do The Right Thing","Redhead Kingpin And The FBI","23663576"
"16","1989","CD","CD-Original","2","18","Wishing On A Star","Fresh 4","603870"
"16","1989","CD","CD-Original","2","18","Wishing On A Star","Fresh 4","23663576"
"16","2023","CD","CD-Reissue","1","1","Sowing The Seeds Of Love (7"" Version) ","Tears For Fears","29021404"
"16","2023","CD","CD-Reissue","1","2","Leave A Light On","Belinda Carlisle","29021404"
"16","2023","CD","CD-Reissue","1","3","Drama!","Erasure","29021404"
"16","2023","CD","CD-Reissue","1","4","I Want That Man","Deborah Harry","29021404"
"16","2023","CD","CD-Reissue","1","5","If Only I Could (Radio Edit) ","Sydney Youngblood","29021404"
"16","2023","CD","CD-Reissue","1","6","Name And Number","Curiosity Killed The Cat","29021404"
"16","2023","CD","CD-Reissue","1","7","You Keep It All In","The Beautiful South","29021404"
"16","2023","CD","CD-Reissue","1","8","Sweet Surrender","Wet Wet Wet","29021404"
"16","2023","CD","CD-Reissue","1","9","Breakthru","Queen","29021404"
"16","2023","CD","CD-Reissue","1","10","The Best (Edit)","Tina Turner","29021404"
"16","2023","CD","CD-Reissue","1","11","Born To Be Sold","Transvision Vamp","29021404"
"16","2023","CD","CD-Reissue","1","12","Waterfall '89 (Alice & Sundial Seven)","Wendy & Lisa","29021404"
"16","2023","CD","CD-Reissue","1","13","I'm Not The Man I Used To Be","Fine Young Cannibals","29021404"
"16","2023","CD","CD-Reissue","1","14","Sugar Box","Then Jerico","29021404"
"16","2023","CD","CD-Reissue","1","15","Room In Your Heart","Living In A Box","29021404"
"16","2023","CD","CD-Reissue","1","16","Right Here Waiting (Single Edit) ","Richard Marx","29021404"
"16","2023","CD","CD-Reissue","2","1","Girl I'm Gonna Miss You","Milli Vanilli","29021404"
"16","2023","CD","CD-Reissue","2","2","Street Tuff","Double Trouble","29021404"
"16","2023","CD","CD-Reissue","2","3","On Our Own (From ""Ghostbusters II"" Soundtrack) ","Bobby Brown","29021404"
"16","2023","CD","CD-Reissue","2","4","Pump Up The Jam","Technotronic","29021404"
"16","2023","CD","CD-Reissue","2","5","I Thank You","Adeva","29021404"
"16","2023","CD","CD-Reissue","2","6","C'Mon And Get My Love (7"" Version) ","D Mob","29021404"
"16","2023","CD","CD-Reissue","2","7","Eye Know","De La Soul","29021404"
"16","2023","CD","CD-Reissue","2","8","Whatcha Gonna Do With My Lovin'","Inner City","29021404"
"16","2023","CD","CD-Reissue","2","9","Can't Shake The Feeling","Big Fun","29021404"
"16","2023","CD","CD-Reissue","2","10","I Just Don't Have The Heart","Cliff Richard","29021404"
"16","2023","CD","CD-Reissue","2","11","Comment Te Dire Adieu","Jimmy Somerville","29021404"
"16","2023","CD","CD-Reissue","2","12","Drive On (7"" Version) ","Brother Beyond","29021404"
"16","2023","CD","CD-Reissue","2","13","You're History","Shakespear's Sister","29021404"
"16","2023","CD","CD-Reissue","2","14","Oh Well","Oh Well","29021404"
"16","2023","CD","CD-Reissue","2","15","Kisses On The Wind (Radio Edit) ","Neneh Cherry","29021404"
"16","2023","CD","CD-Reissue","2","16","Do The Right Thing","Redhead Kingpin And The FBI","29021404"
"16","2023","CD","CD-Reissue","2","17","Wishing On A Star","Fresh 4","29021404"
"16","1989","VHS","VHS-Original","1","0","Drama!","Erasure","10912750"
"16","1989","VHS","VHS-Original","1","0","The Sensual World","Kate Bush","10912750"
"16","1989","VHS","VHS-Original","1","0","The Best","Tina Turner","10912750"
"16","1989","VHS","VHS-Original","1","0","Sweet Surrender","Wet Wet Wet","10912750"
"16","1989","VHS","VHS-Original","1","0","You Keep It All In","The Beautiful South","10912750"
"16","1989","VHS","VHS-Original","1","0","Name And Number","Curiosity Killed The Cat","10912750"
"16","1989","VHS","VHS-Original","1","0","If Only I Could","Sydney Youngblood","10912750"
"16","1989","VHS","VHS-Original","1","0","Sugar Box","Then Jerico","10912750"
"16","1989","VHS","VHS-Original","1","0","Leave A Light On","Belinda Carlisle","10912750"
"16","1989","VHS","VHS-Original","1","0","Sowing The Seeds Of Love","Tears For Fears","10912750"
"16","1989","VHS","VHS-Original","1","0","Comment Te Dire Adieu","Jimmy Somerville","10912750"
"16","1989","VHS","VHS-Original","1","0","You're History","Shakespear's Sister","10912750"
"16","1989","VHS","VHS-Original","1","0","Kisses On The Wind","Neneh Cherry","10912750"
"16","1989","VHS","VHS-Original","1","0","Right Here Waiting","Richard Marx","10912750"
"16","1989","VHS","VHS-Original","1","0","I Just Don't Have The Heart","Cliff Richard","10912750"
"16","1989","Vinyl","Vinyl-Original","A","1","Sowing The Seeds Of Love","Tears For Fears","1359663"
"16","1989","Vinyl","Vinyl-Original","A","2","Leave A Light On","Belinda Carlisle","1359663"
"16","1989","Vinyl","Vinyl-Original","A","3","Drama!","Erasure","1359663"
"16","1989","Vinyl","Vinyl-Original","A","4","I Want That Man","Deborah Harry","1359663"
"16","1989","Vinyl","Vinyl-Original","A","5","If Only I Could","Sydney Youngblood","1359663"
"16","1989","Vinyl","Vinyl-Original","A","6","Name And Number","Curiosity Killed The Cat","1359663"
"16","1989","Vinyl","Vinyl-Original","A","7","You Keep It All In","The Beautiful South","1359663"
"16","1989","Vinyl","Vinyl-Original","A","8","Sweet Surrender","Wet Wet Wet","1359663"
"16","1989","Vinyl","Vinyl-Original","B","1","Breakthru","Queen","1359663"
"16","1989","Vinyl","Vinyl-Original","B","2","The Best","Tina Turner","1359663"
"16","1989","Vinyl","Vinyl-Original","B","3","Born To Be Sold","Transvision Vamp","1359663"
"16","1989","Vinyl","Vinyl-Original","B","4","Waterfall '89","Wendy & Lisa","1359663"
"16","1989","Vinyl","Vinyl-Original","B","5","The Sensual World","Kate Bush","1359663"
"16","1989","Vinyl","Vinyl-Original","B","6","Sugar Box","Then Jerico","1359663"
"16","1989","Vinyl","Vinyl-Original","B","7","Room In Your Heart","Living In A Box","1359663"
"16","1989","Vinyl","Vinyl-Original","B","8","Right Here Waiting","Richard Marx","1359663"
"16","1989","Vinyl","Vinyl-Original","C","1","Girl I'm Gonna Miss You","Milli Vanilli","1359663"
"16","1989","Vinyl","Vinyl-Original","C","2","Street Tuff","Rebel MC","1359663"
"16","1989","Vinyl","Vinyl-Original","C","3","On Our Own","Bobby Brown","1359663"
"16","1989","Vinyl","Vinyl-Original","C","4","Pump Up The Jam","Technotronic","1359663"
"16","1989","Vinyl","Vinyl-Original","C","5","I Thank You","Adeva","1359663"
"16","1989","Vinyl","Vinyl-Original","C","6","C'Mon And Get My Love","D Mob","1359663"
"16","1989","Vinyl","Vinyl-Original","C","7","Eye Know","De La Soul","1359663"
"16","1989","Vinyl","Vinyl-Original","C","8","Whatcha Gonna Do With My Lovin'","Inner City","1359663"
"16","1989","Vinyl","Vinyl-Original","D","1","Can't Shake The Feeling","Big Fun","1359663"
"16","1989","Vinyl","Vinyl-Original","D","2","I Just Don't Have The Heart","Cliff Richard","1359663"
"16","1989","Vinyl","Vinyl-Original","D","3","Comment Te Dire Adieu","Jimmy Somerville","1359663"
"16","1989","Vinyl","Vinyl-Original","D","4","You're History","Shakespear's Sister","1359663"
"16","1989","Vinyl","Vinyl-Original","D","5","Oh Well","Oh Well","1359663"
"16","1989","Vinyl","Vinyl-Original","D","6","Kisses On The Wind","Neneh Cherry","1359663"
"16","1989","Vinyl","Vinyl-Original","D","7","Do The Right Thing","Redhead Kingpin And The FBI","1359663"
"16","1989","Vinyl","Vinyl-Original","D","8","Wishing On A Star","Fresh 4","1359663"
"17","1990","Cassette","Cassette-Original","A","1","Blue Savannah","Erasure","1900915"
"17","1990","Cassette","Cassette-Original","A","2","Better World","Rebel MC","1900915"
"17","1990","Cassette","Cassette-Original","A","3","Opposites Attract","Paula Abdul","1900915"
"17","1990","Cassette","Cassette-Original","A","4","Dub Be Good To Me","Beats International","1900915"
"17","1990","Cassette","Cassette-Original","A","5","Kingston Town","UB40","1900915"
"17","1990","Cassette","Cassette-Original","A","6","Strawberry Fields Forever","Candy Flip","1900915"
"17","1990","Cassette","Cassette-Original","A","7","I Don't Wanna Lose You","Tina Turner","1900915"
"17","1990","Cassette","Cassette-Original","A","8","I Wish It Would Rain Down","Phil Collins","1900915"
"17","1990","Cassette","Cassette-Original","B","1","Step On","Happy Mondays","1900915"
"17","1990","Cassette","Cassette-Original","B","2","Loaded","Primal Scream","1900915"
"17","1990","Cassette","Cassette-Original","B","3","Enjoy The Silence","Depeche Mode","1900915"
"17","1990","Cassette","Cassette-Original","B","4","Real, Real, Real","Jesus Jones","1900915"
"17","1990","Cassette","Cassette-Original","B","5","This Is How It Feels","Inspiral Carpets","1900915"
"17","1990","Cassette","Cassette-Original","B","6","Shine On","The House Of Love","1900915"
"17","1990","Cassette","Cassette-Original","B","7","From Out Of Nowhere","Faith No More","1900915"
"17","1990","Cassette","Cassette-Original","B","8","Hey You","The Quireboys","1900915"
"17","1990","Cassette","Cassette-Original","C","1","This Beat Is Technotronic","Technotronic","1900915"
"17","1990","Cassette","Cassette-Original","C","2","Happenin' All Over Again","Lonnie Gordon","1900915"
"17","1990","Cassette","Cassette-Original","C","3","Don't You Love Me","49ers","1900915"
"17","1990","Cassette","Cassette-Original","C","4","Read My Lips (Enough Is Enough)","Jimmy Somerville","1900915"
"17","1990","Cassette","Cassette-Original","C","5","Stronger Than That","Cliff Richard","1900915"
"17","1990","Cassette","Cassette-Original","C","6","Another Day In Paradise","Jam Tronik","1900915"
"17","1990","Cassette","Cassette-Original","C","7","Moments In Soul","J.T. And The Big Family","1900915"
"17","1990","Cassette","Cassette-Original","C","8","Got To Have Your Love","Mantronix","1900915"
"17","1990","Cassette","Cassette-Original","D","1","Don't Miss The Partyline","Bizz Nizz","1900915"
"17","1990","Cassette","Cassette-Original","D","2","Everything Starts With An E","E-Zee Possee","1900915"
"17","1990","Cassette","Cassette-Original","D","3","Put Your Hands Together","D Mob","1900915"
"17","1990","Cassette","Cassette-Original","D","4","Killer","Adamski","1900915"
"17","1990","Cassette","Cassette-Original","D","5","Chime","Orbital","1900915"
"17","1990","Cassette","Cassette-Original","D","6","Tomorrow","Tongue N Cheek","1900915"
"17","1990","Cassette","Cassette-Original","D","7","Talking With Myself","Electribe 101","1900915"
"17","1990","Cassette","Cassette-Original","D","8","I'd Rather Go Blind","Sydney Youngblood","1900915"
"17","1990","CD","CD-Original","1","1","Blue Savannah","Erasure","402320"
"17","1990","CD","CD-Original","1","2","Better World","Rebel MC","402320"
"17","1990","CD","CD-Original","1","3","Opposites Attract","Paula Abdul","402320"
"17","1990","CD","CD-Original","1","4","Dub Be Good To Me","Beats International","402320"
"17","1990","CD","CD-Original","1","5","Kingston Town","UB40","402320"
"17","1990","CD","CD-Original","1","6","Strawberry Fields Forever","Candy Flip","402320"
"17","1990","CD","CD-Original","1","7","I Don't Wanna Lose You","Tina Turner","402320"
"17","1990","CD","CD-Original","1","8","I Wish It Would Rain Down","Phil Collins","402320"
"17","1990","CD","CD-Original","1","9","Step On","Happy Mondays","402320"
"17","1990","CD","CD-Original","1","10","Loaded","Primal Scream","402320"
"17","1990","CD","CD-Original","1","11","Enjoy The Silence","Depeche Mode","402320"
"17","1990","CD","CD-Original","1","12","Real, Real, Real","Jesus Jones","402320"
"17","1990","CD","CD-Original","1","13","This Is How It Feels","Inspiral Carpets","402320"
"17","1990","CD","CD-Original","1","14","Shine On","The House Of Love","402320"
"17","1990","CD","CD-Original","1","15","From Out Of Nowhere","Faith No More","402320"
"17","1990","CD","CD-Original","1","16","Hey You","The Quireboys","402320"
"17","1990","CD","CD-Original","2","1","This Beat Is Technotronic","Technotronic","402320"
"17","1990","CD","CD-Original","2","2","Happenin' All Over Again","Lonnie Gordon","402320"
"17","1990","CD","CD-Original","2","3","Don't You Love Me","49ers","402320"
"17","1990","CD","CD-Original","2","4","Read My Lips (Enough Is Enough)","Jimmy Somerville","402320"
"17","1990","CD","CD-Original","2","5","Stronger Than That","Cliff Richard","402320"
"17","1990","CD","CD-Original","2","6","Another Day In Paradise","Jam Tronik","402320"
"17","1990","CD","CD-Original","2","7","Moments In Soul","J.T. And The Big Family","402320"
"17","1990","CD","CD-Original","2","8","Got To Have Your Love","Mantronix","402320"
"17","1990","CD","CD-Original","2","9","Don't Miss The Partyline","Bizz Nizz","402320"
"17","1990","CD","CD-Original","2","10","Everything Starts With An E","E-Zee Possee","402320"
"17","1990","CD","CD-Original","2","11","Put Your Hands Together","D Mob","402320"
"17","1990","CD","CD-Original","2","12","Killer","Adamski","402320"
"17","1990","CD","CD-Original","2","13","Chime","Orbital","402320"
"17","1990","CD","CD-Original","2","14","Tomorrow","Tongue N Cheek","402320"
"17","1990","CD","CD-Original","2","15","Talking With Myself","Electribe 101","402320"
"17","1990","CD","CD-Original","2","16","I'd Rather Go Blind","Sydney Youngblood","402320"
"17","2024","CD","CD-Reissue","1","1","Blue Savannah (2009 Remaster)","Erasure","30374690"
"17","2024","CD","CD-Reissue","1","2","Better World (Peace Mix)","Rebel MC","30374690"
"17","2024","CD","CD-Reissue","1","3","Opposites Attract (7"" Edit)","Paula Abdul","30374690"
"17","2024","CD","CD-Reissue","1","4","Kingston Town","UB40","30374690"
